qname,pos.start,pos.end,domain,multi_domain,row,row.plus,annotation,category,domain.level,domain_name
reprseq061340,1,52,undetected,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq061340,53,53,2.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq061340,54,54,multiple domains,TRUE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq061340,55,198,multiple domains,TRUE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq061340,199,223,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,224,293,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,294,294,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,295,295,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,296,296,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,297,470,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,471,483,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,484,484,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,485,485,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,486,491,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,492,493,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,494,494,2484.1.1,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq061340,495,530,undetected,FALSE,20.5,21,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq070342,1,102,undetected,FALSE,21.5,22,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq070342,103,224,2484.1.1,FALSE,21.5,22,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Ribonuclease H-like
reprseq070342,225,224,undetected,FALSE,21.5,22,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq070342,225,321,304.48.1,FALSE,21.5,22,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Adenylyl and guanylyl cyclase catalytic domain-like
reprseq070342,322,421,multiple domains,TRUE,21.5,22,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq070342,422,662,304.48.1,FALSE,21.5,22,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Adenylyl and guanylyl cyclase catalytic domain-like
reprseq070342,663,691,undetected,FALSE,21.5,22,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq050265,1,179,undetected,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq050265,180,190,4970.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,fingers domain in bacteriophage RB69-like DNA polymerase I
reprseq050265,191,340,4970.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,fingers domain in bacteriophage RB69-like DNA polymerase I
reprseq050265,341,341,4970.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,fingers domain in bacteriophage RB69-like DNA polymerase I
reprseq050265,342,346,4970.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,fingers domain in bacteriophage RB69-like DNA polymerase I
reprseq050265,347,346,undetected,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq050265,347,361,4964.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq050265,362,363,4964.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq050265,364,364,4964.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq050265,365,365,4964.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq050265,366,368,4964.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq050265,369,481,4964.1.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq050265,482,498,multiple domains,TRUE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq050265,499,501,multiple domains,TRUE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq050265,502,502,multiple domains,TRUE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq050265,503,510,multiple domains,TRUE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq050265,511,515,multiple domains,TRUE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq050265,516,595,304.48.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Adenylyl and guanylyl cyclase catalytic domain-like
reprseq050265,596,596,304.48.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Adenylyl and guanylyl cyclase catalytic domain-like
reprseq050265,597,599,304.48.1,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,Adenylyl and guanylyl cyclase catalytic domain-like
reprseq050265,600,616,undetected,FALSE,22.5,23,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq047018,1,239,undetected,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq047018,240,623,4970.1.1,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,fingers domain in bacteriophage RB69-like DNA polymerase I
reprseq047018,624,624,undetected,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq047018,625,644,4964.1.1,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq047018,645,645,4964.1.1,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq047018,646,648,4964.1.1,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq047018,649,759,4964.1.1,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq047018,760,762,4964.1.1,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq047018,763,763,4964.1.1,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq047018,764,765,4964.1.1,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,helical bundle in Bacillus stearothermophilus-like DNA polymerase I
reprseq047018,766,797,undetected,FALSE,23.5,24,DNA polymerase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq034372,1,1,206.1.3,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq034372,2,2,206.1.3,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq034372,3,4,206.1.3,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq034372,5,20,206.1.3,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq034372,21,200,206.1.3,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq034372,201,201,206.1.3,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq034372,201,202,multiple domains,TRUE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq034372,202,203,multiple domains,TRUE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq034372,203,204,multiple domains,TRUE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq034372,204,206,multiple domains,TRUE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq034372,207,207,multiple domains,TRUE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq034372,208,208,multiple domains,TRUE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq034372,209,319,2.1.1,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq034372,320,320,2.1.1,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq034372,321,326,2.1.1,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq034372,327,327,2.1.1,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq034372,328,330,undetected,FALSE,0.5,1,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq025830,1,1,undetected,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq025830,2,63,4095.1.1,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-dependent DNA ligase DNA-binding domain
reprseq025830,64,66,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,67,67,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,68,68,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,69,69,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,70,70,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,71,79,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,80,88,206.1.3,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq025830,89,89,206.1.3,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq025830,90,312,206.1.3,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq025830,313,313,206.1.3,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,ATP-grasp
reprseq025830,313,314,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,314,315,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,315,316,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,316,318,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,319,319,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,320,320,multiple domains,TRUE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,multiple domains
reprseq025830,321,425,2.1.1,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq025830,426,426,2.1.1,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq025830,427,432,2.1.1,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq025830,433,438,2.1.1,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq025830,439,439,2.1.1,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,Nucleic acid-binding proteins
reprseq025830,440,444,undetected,FALSE,1.5,2,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq104933,1,2,undetected,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq104933,3,13,375.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Rubredoxin-related
reprseq104933,14,94,375.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Rubredoxin-related
reprseq104933,95,95,375.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Rubredoxin-related
reprseq104933,96,193,undetected,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq104933,194,205,2006.1.3,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq104933,206,291,2006.1.3,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq104933,292,297,2006.1.3,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq104933,298,299,2006.1.3,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq104933,300,309,2006.1.3,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq104933,310,310,2006.1.3,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq104933,311,314,2006.1.3,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq104933,315,487,undetected,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq104933,488,558,242.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Homing endonucleases
reprseq104933,559,710,undetected,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq104933,711,885,2004.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq104933,886,919,2004.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq104933,920,930,2004.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq104933,931,931,2004.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq104933,932,932,2004.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq104933,933,936,2004.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq104933,937,939,2004.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq104933,940,940,2004.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq104933,941,942,2004.1.1,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq104933,943,968,undetected,FALSE,0.5,1,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq027155,1,9,undetected,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq027155,10,72,4023.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,N-terminal a+b domain in DNA primase core
reprseq027155,73,77,undetected,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq027155,78,78,2006.1.3,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq027155,79,88,2006.1.3,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq027155,89,89,2006.1.3,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq027155,90,178,2006.1.3,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq027155,179,190,2006.1.3,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq027155,191,191,2006.1.3,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq027155,192,194,2006.1.3,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq027155,195,195,2006.1.3,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq027155,196,199,2006.1.3,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq027155,200,216,undetected,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq027155,217,218,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,219,219,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,220,220,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,221,221,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,222,222,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,223,223,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,224,224,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,225,227,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,228,442,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,443,454,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,455,455,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,456,456,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,457,457,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,458,458,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,459,463,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,464,466,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,467,468,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,469,469,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,470,470,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,471,475,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,476,476,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,477,477,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,478,478,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,479,479,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,480,481,2004.1.1,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq027155,482,486,undetected,FALSE,1.5,2,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq077304,1,13,undetected,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq077304,14,93,375.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Rubredoxin-related
reprseq077304,94,193,undetected,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq077304,194,203,2006.1.3,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq077304,204,299,2006.1.3,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq077304,300,309,2006.1.3,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq077304,310,310,2006.1.3,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq077304,311,314,2006.1.3,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,Toprim domain
reprseq077304,315,339,undetected,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,undetected
reprseq077304,340,340,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,341,341,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,342,342,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,343,343,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,344,345,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,346,357,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,358,532,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,533,538,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,539,539,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,540,541,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,542,577,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,578,587,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,588,588,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,589,589,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,590,595,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,596,596,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,597,597,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,598,598,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
reprseq077304,599,600,2004.1.1,FALSE,2.5,3,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",T,P-loop containing nucleoside triphosphate hydrolases
